provider,scope,geographic_resolution,location,country,period,water_flow,value,reported_unit,value_liters,value_qualifier,caveat,source_report_id,source_url,report_year
Google (Alphabet Inc.),Google data-centre location (2025),site,"Leesburg, VA",US,2025,withdrawal,238.1,million US gal,901306545.7703999,exact,,google_environmental_report_2026,https://sustainability.google/reports/google-2026-environmental-report/,2026
Google (Alphabet Inc.),Google data-centre location (2025),site,"Leesburg, VA",US,2025,discharge,47.4,million US gal,179428518.5616,exact,,google_environmental_report_2026,https://sustainability.google/reports/google-2026-environmental-report/,2026
Google (Alphabet Inc.),Google data-centre location (2025),site,"Leesburg, VA",US,2025,consumption,190.7,million US gal,721878027.2088,exact,,google_environmental_report_2026,https://sustainability.google/reports/google-2026-environmental-report/,2026
Google (Alphabet Inc.),Google data-centre location (2024),site,"Lenoir, NC",US,2024,withdrawal,351.7,million US gal,1331329324.4328,exact,,google_environmental_report_2025,https://sustainability.google/reports/google-2025-environmental-report/,2025
Google (Alphabet Inc.),Google data-centre location (2024),site,"Lenoir, NC",US,2024,discharge,23.9,million US gal,90471341.6376,exact,,google_environmental_report_2025,https://sustainability.google/reports/google-2025-environmental-report/,2025
Google (Alphabet Inc.),Google data-centre location (2024),site,"Lenoir, NC",US,2024,consumption,327.8,million US gal,1240857982.7951999,exact,,google_environmental_report_2025,https://sustainability.google/reports/google-2025-environmental-report/,2025
Google (Alphabet Inc.),Google data-centre location (2025),site,"Lenoir, NC",US,2025,withdrawal,378.3,million US gal,1432021277.8871999,exact,,google_environmental_report_2026,https://sustainability.google/reports/google-2026-environmental-report/,2026
Google (Alphabet Inc.),Google data-centre location (2025),site,"Lenoir, NC",US,2025,discharge,34.0,million US gal,128704000.656,exact,,google_environmental_report_2026,https://sustainability.google/reports/google-2026-environmental-report/,2026
Google (Alphabet Inc.),Google data-centre location (2025),site,"Lenoir, NC",US,2025,consumption,344.3,million US gal,1303317277.2312,exact,,google_environmental_report_2026,https://sustainability.google/reports/google-2026-environmental-report/,2026
Google (Alphabet Inc.),Google data-centre location (2024),site,"Lockbourne, OH",US,2024,withdrawal,177.3,million US gal,671153509.3032,exact,,google_environmental_report_2025,https://sustainability.google/reports/google-2025-environmental-report/,2025
Google (Alphabet Inc.),Google data-centre location (2024),site,"Lockbourne, OH",US,2024,discharge,34.0,million US gal,128704000.656,exact,,google_environmental_report_2025,https://sustainability.google/reports/google-2025-environmental-report/,2025
Google (Alphabet Inc.),Google data-centre location (2024),site,"Lockbourne, OH",US,2024,consumption,143.3,million US gal,542449508.6472,exact,,google_environmental_report_2025,https://sustainability.google/reports/google-2025-environmental-report/,2025
Google (Alphabet Inc.),Google data-centre location (2025),site,"Lockbourne, OH",US,2025,withdrawal,460.8,million US gal,1744317750.0672,exact,,google_environmental_report_2026,https://sustainability.google/reports/google-2026-environmental-report/,2026
Google (Alphabet Inc.),Google data-centre location (2025),site,"Lockbourne, OH",US,2025,discharge,101.3,million US gal,383462213.7192,exact,,google_environmental_report_2026,https://sustainability.google/reports/google-2026-environmental-report/,2026
Google (Alphabet Inc.),Google data-centre location (2025),site,"Lockbourne, OH",US,2025,consumption,359.5,million US gal,1360855536.348,exact,,google_environmental_report_2026,https://sustainability.google/reports/google-2026-environmental-report/,2026
Google (Alphabet Inc.),Google data-centre location (2024),site,"Mayes County, OK",US,2024,withdrawal,1108.3,million US gal,4195371880.2072,exact,,google_environmental_report_2025,https://sustainability.google/reports/google-2025-environmental-report/,2025
Google (Alphabet Inc.),Google data-centre location (2024),site,"Mayes County, OK",US,2024,discharge,275.1,million US gal,1041366781.7784,exact,,google_environmental_report_2025,https://sustainability.google/reports/google-2025-environmental-report/,2025
Google (Alphabet Inc.),Google data-centre location (2024),site,"Mayes County, OK",US,2024,consumption,833.2,million US gal,3154005098.4288,exact,,google_environmental_report_2025,https://sustainability.google/reports/google-2025-environmental-report/,2025
Google (Alphabet Inc.),Google data-centre location (2025),site,"Mayes County, OK",US,2025,withdrawal,1396.7,million US gal,5287084638.7128,exact,,google_environmental_report_2026,https://sustainability.google/reports/google-2026-environmental-report/,2026
Google (Alphabet Inc.),Google data-centre location (2025),site,"Mayes County, OK",US,2025,discharge,315.3,million US gal,1193540335.4952,exact,,google_environmental_report_2026,https://sustainability.google/reports/google-2026-environmental-report/,2026
Google (Alphabet Inc.),Google data-centre location (2025),site,"Mayes County, OK",US,2025,consumption,1081.4,million US gal,4093544303.2176,exact,,google_environmental_report_2026,https://sustainability.google/reports/google-2026-environmental-report/,2026
Google (Alphabet Inc.),Google data-centre location (2025),site,"Mesa, AZ",US,2025,withdrawal,19.4,million US gal,73436988.6096,exact,,google_environmental_report_2026,https://sustainability.google/reports/google-2026-environmental-report/,2026
Google (Alphabet Inc.),Google data-centre location (2025),site,"Mesa, AZ",US,2025,discharge,9.7,million US gal,36718494.3048,exact,,google_environmental_report_2026,https://sustainability.google/reports/google-2026-environmental-report/,2026
Google (Alphabet Inc.),Google data-centre location (2025),site,"Mesa, AZ",US,2025,consumption,9.7,million US gal,36718494.3048,exact,,google_environmental_report_2026,https://sustainability.google/reports/google-2026-environmental-report/,2026
Google (Alphabet Inc.),Google data-centre location (2024),site,"Middenmeer, Netherlands",NL,2024,withdrawal,9.3,million US gal,35204329.5912,exact,,google_environmental_report_2025,https://sustainability.google/reports/google-2025-environmental-report/,2025
Google (Alphabet Inc.),Google data-centre location (2024),site,"Middenmeer, Netherlands",NL,2024,discharge,2.8,million US gal,10599152.995199999,exact,,google_environmental_report_2025,https://sustainability.google/reports/google-2025-environmental-report/,2025
Google (Alphabet Inc.),Google data-centre location (2024),site,"Middenmeer, Netherlands",NL,2024,consumption,6.5,million US gal,24605176.596,exact,,google_environmental_report_2025,https://sustainability.google/reports/google-2025-environmental-report/,2025
Google (Alphabet Inc.),Google data-centre location (2025),site,"Middenmeer, Netherlands",NL,2025,withdrawal,13.6,million US gal,51481600.2624,exact,,google_environmental_report_2026,https://sustainability.google/reports/google-2026-environmental-report/,2026
Google (Alphabet Inc.),Google data-centre location (2025),site,"Middenmeer, Netherlands",NL,2025,discharge,4.3,million US gal,16277270.6712,exact,,google_environmental_report_2026,https://sustainability.google/reports/google-2026-environmental-report/,2026
Google (Alphabet Inc.),Google data-centre location (2025),site,"Middenmeer, Netherlands",NL,2025,consumption,9.3,million US gal,35204329.5912,exact,,google_environmental_report_2026,https://sustainability.google/reports/google-2026-environmental-report/,2026
Google (Alphabet Inc.),Google data-centre location (2024),site,"Midlothian, TX",US,2024,withdrawal,221.0,million US gal,836576004.2639999,exact,,google_environmental_report_2025,https://sustainability.google/reports/google-2025-environmental-report/,2025
Google (Alphabet Inc.),Google data-centre location (2024),site,"Midlothian, TX",US,2024,discharge,38.7,million US gal,146495436.0408,exact,,google_environmental_report_2025,https://sustainability.google/reports/google-2025-environmental-report/,2025
Google (Alphabet Inc.),Google data-centre location (2024),site,"Midlothian, TX",US,2024,consumption,182.3,million US gal,690080568.2232,exact,,google_environmental_report_2025,https://sustainability.google/reports/google-2025-environmental-report/,2025
Google (Alphabet Inc.),Google data-centre location (2025),site,"Midlothian, TX",US,2025,withdrawal,263.6,million US gal,997834546.2624,exact,,google_environmental_report_2026,https://sustainability.google/reports/google-2026-environmental-report/,2026
Google (Alphabet Inc.),Google data-centre location (2025),site,"Midlothian, TX",US,2025,discharge,43.4,million US gal,164286871.4256,exact,,google_environmental_report_2026,https://sustainability.google/reports/google-2026-environmental-report/,2026
Google (Alphabet Inc.),Google data-centre location (2025),site,"Midlothian, TX",US,2025,consumption,220.2,million US gal,833547674.8368,exact,,google_environmental_report_2026,https://sustainability.google/reports/google-2026-environmental-report/,2026
Google (Alphabet Inc.),Google data-centre location (2024),site,"Montgomery County, TN",US,2024,withdrawal,387.9,million US gal,1468361231.0135999,exact,,google_environmental_report_2025,https://sustainability.google/reports/google-2025-environmental-report/,2025
Google (Alphabet Inc.),Google data-centre location (2024),site,"Montgomery County, TN",US,2024,discharge,66.1,million US gal,250215718.92239997,exact,,google_environmental_report_2025,https://sustainability.google/reports/google-2025-environmental-report/,2025
Google (Alphabet Inc.),Google data-centre location (2024),site,"Montgomery County, TN",US,2024,consumption,321.8,million US gal,1218145512.0911999,exact,,google_environmental_report_2025,https://sustainability.google/reports/google-2025-environmental-report/,2025
Google (Alphabet Inc.),Google data-centre location (2025),site,"Montgomery County, TN",US,2025,withdrawal,499.5,million US gal,1890813186.108,exact,,google_environmental_report_2026,https://sustainability.google/reports/google-2026-environmental-report/,2026
Google (Alphabet Inc.),Google data-centre location (2025),site,"Montgomery County, TN",US,2025,discharge,74.8,million US gal,283148801.4432,exact,,google_environmental_report_2026,https://sustainability.google/reports/google-2026-environmental-report/,2026
Google (Alphabet Inc.),Google data-centre location (2025),site,"Montgomery County, TN",US,2025,consumption,424.7,million US gal,1607664384.6648,exact,,google_environmental_report_2026,https://sustainability.google/reports/google-2026-environmental-report/,2026
Google (Alphabet Inc.),Google data-centre location (2024),site,"Montreal, Canada",CA,2024,withdrawal,0.6,million US gal,2271247.0704,exact,,google_environmental_report_2025,https://sustainability.google/reports/google-2025-environmental-report/,2025
Google (Alphabet Inc.),Google data-centre location (2024),site,"Montreal, Canada",CA,2024,discharge,0.5,million US gal,1892705.892,exact,,google_environmental_report_2025,https://sustainability.google/reports/google-2025-environmental-report/,2025
Google (Alphabet Inc.),Google data-centre location (2024),site,"Montreal, Canada",CA,2024,consumption,0.1,million US gal,378541.1784,exact,,google_environmental_report_2025,https://sustainability.google/reports/google-2025-environmental-report/,2025
Google (Alphabet Inc.),Google data-centre location (2025),site,"Montreal, Canada",CA,2025,withdrawal,0.3,million US gal,1135623.5352,exact,,google_environmental_report_2026,https://sustainability.google/reports/google-2026-environmental-report/,2026
Google (Alphabet Inc.),Google data-centre location (2025),site,"Montreal, Canada",CA,2025,discharge,0.2,million US gal,757082.3568,exact,,google_environmental_report_2026,https://sustainability.google/reports/google-2026-environmental-report/,2026
Google (Alphabet Inc.),Google data-centre location (2025),site,"Montreal, Canada",CA,2025,consumption,0.1,million US gal,378541.1784,exact,,google_environmental_report_2026,https://sustainability.google/reports/google-2026-environmental-report/,2026
Google (Alphabet Inc.),Google data-centre location (2024),site,"New Albany, OH",US,2024,withdrawal,405.3,million US gal,1534227396.0551999,exact,,google_environmental_report_2025,https://sustainability.google/reports/google-2025-environmental-report/,2025
Google (Alphabet Inc.),Google data-centre location (2024),site,"New Albany, OH",US,2024,discharge,52.6,million US gal,199112659.8384,exact,,google_environmental_report_2025,https://sustainability.google/reports/google-2025-environmental-report/,2025
Google (Alphabet Inc.),Google data-centre location (2024),site,"New Albany, OH",US,2024,consumption,352.7,million US gal,1335114736.2168,exact,,google_environmental_report_2025,https://sustainability.google/reports/google-2025-environmental-report/,2025
Google (Alphabet Inc.),Google data-centre location (2025),site,"New Albany, OH",US,2025,withdrawal,1008.1,million US gal,3816073619.4504,exact,,google_environmental_report_2026,https://sustainability.google/reports/google-2026-environmental-report/,2026
Google (Alphabet Inc.),Google data-centre location (2025),site,"New Albany, OH",US,2025,discharge,172.4,million US gal,652604991.5616,exact,,google_environmental_report_2026,https://sustainability.google/reports/google-2026-environmental-report/,2026
Google (Alphabet Inc.),Google data-centre location (2025),site,"New Albany, OH",US,2025,consumption,835.7,million US gal,3163468627.8888,exact,,google_environmental_report_2026,https://sustainability.google/reports/google-2026-environmental-report/,2026
Google (Alphabet Inc.),Google data-centre location (2025),site,"New Haven, IN",US,2025,withdrawal,62.2,million US gal,235452612.9648,exact,,google_environmental_report_2026,https://sustainability.google/reports/google-2026-environmental-report/,2026
Google (Alphabet Inc.),Google data-centre location (2025),site,"New Haven, IN",US,2025,discharge,24.4,million US gal,92364047.5296,exact,,google_environmental_report_2026,https://sustainability.google/reports/google-2026-environmental-report/,2026
Google (Alphabet Inc.),Google data-centre location (2025),site,"New Haven, IN",US,2025,consumption,37.8,million US gal,143088565.4352,exact,,google_environmental_report_2026,https://sustainability.google/reports/google-2026-environmental-report/,2026
Google (Alphabet Inc.),Google offices and other facilities,global,Offices and other facilities,,2024,withdrawal,1145,million US gal,4334296492.68,exact,,google_environmental_report_2025,https://sustainability.google/reports/google-2025-environmental-report/,2025
Google (Alphabet Inc.),Google offices and other facilities,global,Offices and other facilities,,2024,discharge,797,million US gal,3016973191.848,exact,,google_environmental_report_2025,https://sustainability.google/reports/google-2025-environmental-report/,2025
Google (Alphabet Inc.),Google offices and other facilities,global,Offices and other facilities,,2024,consumption,348,million US gal,1317323300.832,exact,,google_environmental_report_2025,https://sustainability.google/reports/google-2025-environmental-report/,2025
Google (Alphabet Inc.),Google offices and other facilities,global,Offices and other facilities,,2025,withdrawal,1127,million US gal,4266159080.568,exact,,google_environmental_report_2026,https://sustainability.google/reports/google-2026-environmental-report/,2026
Google (Alphabet Inc.),Google offices and other facilities,global,Offices and other facilities,,2025,discharge,781,million US gal,2956406603.304,exact,,google_environmental_report_2026,https://sustainability.google/reports/google-2026-environmental-report/,2026
Google (Alphabet Inc.),Google offices and other facilities,global,Offices and other facilities,,2025,consumption,346,million US gal,1309752477.264,exact,,google_environmental_report_2026,https://sustainability.google/reports/google-2026-environmental-report/,2026
Google (Alphabet Inc.),Google data-centre location (2024),site,"Omaha, NE",US,2024,withdrawal,44.3,million US gal,167693742.0312,exact,,google_environmental_report_2025,https://sustainability.google/reports/google-2025-environmental-report/,2025
Google (Alphabet Inc.),Google data-centre location (2024),site,"Omaha, NE",US,2024,discharge,12.2,million US gal,46182023.7648,exact,,google_environmental_report_2025,https://sustainability.google/reports/google-2025-environmental-report/,2025
Google (Alphabet Inc.),Google data-centre location (2024),site,"Omaha, NE",US,2024,consumption,32.1,million US gal,121511718.2664,exact,,google_environmental_report_2025,https://sustainability.google/reports/google-2025-environmental-report/,2025
Google (Alphabet Inc.),Google data-centre location (2025),site,"Omaha, NE",US,2025,withdrawal,241.8,million US gal,915312569.3712,exact,,google_environmental_report_2026,https://sustainability.google/reports/google-2026-environmental-report/,2026
Google (Alphabet Inc.),Google data-centre location (2025),site,"Omaha, NE",US,2025,discharge,57.9,million US gal,219175342.2936,exact,,google_environmental_report_2026,https://sustainability.google/reports/google-2026-environmental-report/,2026
Google (Alphabet Inc.),Google data-centre location (2025),site,"Omaha, NE",US,2025,consumption,183.9,million US gal,696137227.0776,exact,,google_environmental_report_2026,https://sustainability.google/reports/google-2026-environmental-report/,2026
Google (Alphabet Inc.),Google data-centre location (2024),site,Other data center locations,,2024,withdrawal,828.9,million US gal,3137727827.7576,exact,,google_environmental_report_2025,https://sustainability.google/reports/google-2025-environmental-report/,2025
Google (Alphabet Inc.),Google data-centre location (2024),site,Other data center locations,,2024,discharge,60.0,million US gal,227124707.04,exact,,google_environmental_report_2025,https://sustainability.google/reports/google-2025-environmental-report/,2025
Google (Alphabet Inc.),Google data-centre location (2024),site,Other data center locations,,2024,consumption,768.9,million US gal,2910603120.7176,exact,,google_environmental_report_2025,https://sustainability.google/reports/google-2025-environmental-report/,2025
Google (Alphabet Inc.),Google data-centre location (2025),site,Other data center locations,,2025,withdrawal,1020.3,million US gal,3862255643.2152,exact,,google_environmental_report_2026,https://sustainability.google/reports/google-2026-environmental-report/,2026
Google (Alphabet Inc.),Google data-centre location (2025),site,Other data center locations,,2025,discharge,101.1,million US gal,382705131.3624,exact,,google_environmental_report_2026,https://sustainability.google/reports/google-2026-environmental-report/,2026
Google (Alphabet Inc.),Google data-centre location (2025),site,Other data center locations,,2025,consumption,919.2,million US gal,3479550511.8528,exact,,google_environmental_report_2026,https://sustainability.google/reports/google-2026-environmental-report/,2026
Google (Alphabet Inc.),Google data-centre location (2024),site,"Papillion, NE",US,2024,withdrawal,532.3,million US gal,2014974692.6231997,exact,,google_environmental_report_2025,https://sustainability.google/reports/google-2025-environmental-report/,2025
Google (Alphabet Inc.),Google data-centre location (2024),site,"Papillion, NE",US,2024,discharge,115.4,million US gal,436836519.8736,exact,,google_environmental_report_2025,https://sustainability.google/reports/google-2025-environmental-report/,2025
Google (Alphabet Inc.),Google data-centre location (2024),site,"Papillion, NE",US,2024,consumption,416.9,million US gal,1578138172.7496,exact,,google_environmental_report_2025,https://sustainability.google/reports/google-2025-environmental-report/,2025
Google (Alphabet Inc.),Google data-centre location (2025),site,"Papillion, NE",US,2025,withdrawal,677.8,million US gal,2565752107.1952,exact,,google_environmental_report_2026,https://sustainability.google/reports/google-2026-environmental-report/,2026
Google (Alphabet Inc.),Google data-centre location (2025),site,"Papillion, NE",US,2025,discharge,129.6,million US gal,490589367.2064,exact,,google_environmental_report_2026,https://sustainability.google/reports/google-2026-environmental-report/,2026
Google (Alphabet Inc.),Google data-centre location (2025),site,"Papillion, NE",US,2025,consumption,548.2,million US gal,2075162739.9888,exact,,google_environmental_report_2026,https://sustainability.google/reports/google-2026-environmental-report/,2026
Google (Alphabet Inc.),Google data-centre location (2024),site,"Pflugerville, TX",US,2024,withdrawal,0.1,million US gal,378541.1784,exact,,google_environmental_report_2025,https://sustainability.google/reports/google-2025-environmental-report/,2025
Google (Alphabet Inc.),Google data-centre location (2024),site,"Pflugerville, TX",US,2024,discharge,0.1,million US gal,378541.1784,exact,,google_environmental_report_2025,https://sustainability.google/reports/google-2025-environmental-report/,2025
Google (Alphabet Inc.),Google data-centre location (2024),site,"Pflugerville, TX",US,2024,consumption,0.01,million US gal,37854.11784,exact,,google_environmental_report_2025,https://sustainability.google/reports/google-2025-environmental-report/,2025
Google (Alphabet Inc.),Google data-centre location (2025),site,"Pflugerville, TX",US,2025,withdrawal,0.4,million US gal,1514164.7136,exact,,google_environmental_report_2026,https://sustainability.google/reports/google-2026-environmental-report/,2026
Google (Alphabet Inc.),Google data-centre location (2025),site,"Pflugerville, TX",US,2025,discharge,0.3,million US gal,1135623.5352,exact,,google_environmental_report_2026,https://sustainability.google/reports/google-2026-environmental-report/,2026
Google (Alphabet Inc.),Google data-centre location (2025),site,"Pflugerville, TX",US,2025,consumption,0.1,million US gal,378541.1784,exact,,google_environmental_report_2026,https://sustainability.google/reports/google-2026-environmental-report/,2026
Google (Alphabet Inc.),Google data-centre location (2024),site,"Phoenix, AZ",US,2024,withdrawal,0.2,million US gal,757082.3568,exact,,google_environmental_report_2025,https://sustainability.google/reports/google-2025-environmental-report/,2025
Google (Alphabet Inc.),Google data-centre location (2024),site,"Phoenix, AZ",US,2024,discharge,0.2,million US gal,757082.3568,exact,,google_environmental_report_2025,https://sustainability.google/reports/google-2025-environmental-report/,2025
Google (Alphabet Inc.),Google data-centre location (2024),site,"Phoenix, AZ",US,2024,consumption,0.03,million US gal,113562.35351999999,exact,,google_environmental_report_2025,https://sustainability.google/reports/google-2025-environmental-report/,2025
Google (Alphabet Inc.),Google data-centre location (2025),site,"Phoenix, AZ",US,2025,withdrawal,0.5,million US gal,1892705.892,exact,,google_environmental_report_2026,https://sustainability.google/reports/google-2026-environmental-report/,2026
Google (Alphabet Inc.),Google data-centre location (2025),site,"Phoenix, AZ",US,2025,discharge,0.4,million US gal,1514164.7136,exact,,google_environmental_report_2026,https://sustainability.google/reports/google-2026-environmental-report/,2026
Google (Alphabet Inc.),Google data-centre location (2025),site,"Phoenix, AZ",US,2025,consumption,0.1,million US gal,378541.1784,exact,,google_environmental_report_2026,https://sustainability.google/reports/google-2026-environmental-report/,2026
Google (Alphabet Inc.),Google data-centre location (2024),site,"Quilicura, Chile",CL,2024,withdrawal,219.0,million US gal,829005180.696,exact,,google_environmental_report_2025,https://sustainability.google/reports/google-2025-environmental-report/,2025
Google (Alphabet Inc.),Google data-centre location (2024),site,"Quilicura, Chile",CL,2024,discharge,97.2,million US gal,367942025.4048,exact,,google_environmental_report_2025,https://sustainability.google/reports/google-2025-environmental-report/,2025
Google (Alphabet Inc.),Google data-centre location (2024),site,"Quilicura, Chile",CL,2024,consumption,121.8,million US gal,461063155.2912,exact,,google_environmental_report_2025,https://sustainability.google/reports/google-2025-environmental-report/,2025
Google (Alphabet Inc.),Google data-centre location (2025),site,"Quilicura, Chile",CL,2025,withdrawal,278.2,million US gal,1053101558.3088,exact,,google_environmental_report_2026,https://sustainability.google/reports/google-2026-environmental-report/,2026
Google (Alphabet Inc.),Google data-centre location (2025),site,"Quilicura, Chile",CL,2025,discharge,135.2,million US gal,511787673.1968,exact,,google_environmental_report_2026,https://sustainability.google/reports/google-2026-environmental-report/,2026
Google (Alphabet Inc.),Google data-centre location (2025),site,"Quilicura, Chile",CL,2025,consumption,143.0,million US gal,541313885.112,exact,,google_environmental_report_2026,https://sustainability.google/reports/google-2026-environmental-report/,2026
Google (Alphabet Inc.),Google data-centre location (2025),site,"Red Oak, TX",US,2025,withdrawal,67.0,million US gal,253622589.528,exact,,google_environmental_report_2026,https://sustainability.google/reports/google-2026-environmental-report/,2026
Google (Alphabet Inc.),Google data-centre location (2025),site,"Red Oak, TX",US,2025,discharge,16.6,million US gal,62837835.61440001,exact,,google_environmental_report_2026,https://sustainability.google/reports/google-2026-environmental-report/,2026
Google (Alphabet Inc.),Google data-centre location (2025),site,"Red Oak, TX",US,2025,consumption,50.4,million US gal,190784753.9136,exact,,google_environmental_report_2026,https://sustainability.google/reports/google-2026-environmental-report/,2026
Google (Alphabet Inc.),Google data-centre location (2024),site,"San Bernardo, Chile",CL,2024,withdrawal,0.3,million US gal,1135623.5352,exact,,google_environmental_report_2025,https://sustainability.google/reports/google-2025-environmental-report/,2025
Google (Alphabet Inc.),Google data-centre location (2024),site,"San Bernardo, Chile",CL,2024,discharge,0.3,million US gal,1135623.5352,exact,,google_environmental_report_2025,https://sustainability.google/reports/google-2025-environmental-report/,2025
Google (Alphabet Inc.),Google data-centre location (2024),site,"San Bernardo, Chile",CL,2024,consumption,0.03,million US gal,113562.35351999999,exact,,google_environmental_report_2025,https://sustainability.google/reports/google-2025-environmental-report/,2025
Google (Alphabet Inc.),Google data-centre location (2025),site,"San Bernardo, Chile",CL,2025,withdrawal,0.9,million US gal,3406870.6056,exact,,google_environmental_report_2026,https://sustainability.google/reports/google-2026-environmental-report/,2026
Google (Alphabet Inc.),Google data-centre location (2025),site,"San Bernardo, Chile",CL,2025,discharge,0.8,million US gal,3028329.4272,exact,,google_environmental_report_2026,https://sustainability.google/reports/google-2026-environmental-report/,2026
Google (Alphabet Inc.),Google data-centre location (2025),site,"San Bernardo, Chile",CL,2025,consumption,0.1,million US gal,378541.1784,exact,,google_environmental_report_2026,https://sustainability.google/reports/google-2026-environmental-report/,2026
Google (Alphabet Inc.),Google data-centre location (2024),site,"St. Ghislain, Belgium",BE,2024,withdrawal,511.7,million US gal,1936995209.8727999,exact,,google_environmental_report_2025,https://sustainability.google/reports/google-2025-environmental-report/,2025
Google (Alphabet Inc.),Google data-centre location (2024),site,"St. Ghislain, Belgium",BE,2024,discharge,118.4,million US gal,448192755.2256,exact,,google_environmental_report_2025,https://sustainability.google/reports/google-2025-environmental-report/,2025
Google (Alphabet Inc.),Google data-centre location (2024),site,"St. Ghislain, Belgium",BE,2024,consumption,393.3,million US gal,1488802454.6471999,exact,,google_environmental_report_2025,https://sustainability.google/reports/google-2025-environmental-report/,2025
Google (Alphabet Inc.),Google data-centre location (2025),site,"St. Ghislain, Belgium",BE,2025,withdrawal,714.4,million US gal,2704298178.4895997,exact,,google_environmental_report_2026,https://sustainability.google/reports/google-2026-environmental-report/,2026
Google (Alphabet Inc.),Google data-centre location (2025),site,"St. Ghislain, Belgium",BE,2025,discharge,263.6,million US gal,997834546.2624,exact,,google_environmental_report_2026,https://sustainability.google/reports/google-2026-environmental-report/,2026
Google (Alphabet Inc.),Google data-centre location (2025),site,"St. Ghislain, Belgium",BE,2025,consumption,450.8,million US gal,1706463632.2272,exact,,google_environmental_report_2026,https://sustainability.google/reports/google-2026-environmental-report/,2026
Google (Alphabet Inc.),Google data-centre location (2024),site,"Sterling, VA",US,2024,withdrawal,201.2,million US gal,761624850.9408,exact,,google_environmental_report_2025,https://sustainability.google/reports/google-2025-environmental-report/,2025
Google (Alphabet Inc.),Google data-centre location (2024),site,"Sterling, VA",US,2024,discharge,43.0,million US gal,162772706.71199998,exact,,google_environmental_report_2025,https://sustainability.google/reports/google-2025-environmental-report/,2025
Google (Alphabet Inc.),Google data-centre location (2024),site,"Sterling, VA",US,2024,consumption,158.2,million US gal,598852144.2287999,exact,,google_environmental_report_2025,https://sustainability.google/reports/google-2025-environmental-report/,2025
Google (Alphabet Inc.),Google data-centre location (2025),site,"Sterling, VA",US,2025,withdrawal,258.4,million US gal,978150404.9855999,exact,,google_environmental_report_2026,https://sustainability.google/reports/google-2026-environmental-report/,2026
Google (Alphabet Inc.),Google data-centre location (2025),site,"Sterling, VA",US,2025,discharge,58.6,million US gal,221825130.5424,exact,,google_environmental_report_2026,https://sustainability.google/reports/google-2026-environmental-report/,2026
Google (Alphabet Inc.),Google data-centre location (2025),site,"Sterling, VA",US,2025,consumption,199.8,million US gal,756325274.4432,exact,,google_environmental_report_2026,https://sustainability.google/reports/google-2026-environmental-report/,2026
Google (Alphabet Inc.),Google data-centre location (2024),site,"Storey County, NV",US,2024,withdrawal,14.9,million US gal,56402635.581599995,exact,,google_environmental_report_2025,https://sustainability.google/reports/google-2025-environmental-report/,2025
Google (Alphabet Inc.),Google data-centre location (2024),site,"Storey County, NV",US,2024,discharge,13.4,million US gal,50724517.9056,exact,,google_environmental_report_2025,https://sustainability.google/reports/google-2025-environmental-report/,2025
Google (Alphabet Inc.),Google data-centre location (2024),site,"Storey County, NV",US,2024,consumption,1.5,million US gal,5678117.676,exact,,google_environmental_report_2025,https://sustainability.google/reports/google-2025-environmental-report/,2025
Google (Alphabet Inc.),Google data-centre location (2025),site,"Storey County, NV",US,2025,withdrawal,66.7,million US gal,252486965.9928,exact,,google_environmental_report_2026,https://sustainability.google/reports/google-2026-environmental-report/,2026
Google (Alphabet Inc.),Google data-centre location (2025),site,"Storey County, NV",US,2025,discharge,60.0,million US gal,227124707.04,exact,,google_environmental_report_2026,https://sustainability.google/reports/google-2026-environmental-report/,2026
Google (Alphabet Inc.),Google data-centre location (2025),site,"Storey County, NV",US,2025,consumption,6.7,million US gal,25362258.9528,exact,,google_environmental_report_2026,https://sustainability.google/reports/google-2026-environmental-report/,2026
Google (Alphabet Inc.),Google data-centre location (2024),site,"Sydney, Australia",AU,2024,withdrawal,1.0,million US gal,3785411.784,exact,,google_environmental_report_2025,https://sustainability.google/reports/google-2025-environmental-report/,2025
Google (Alphabet Inc.),Google data-centre location (2024),site,"Sydney, Australia",AU,2024,discharge,0.9,million US gal,3406870.6056,exact,,google_environmental_report_2025,https://sustainability.google/reports/google-2025-environmental-report/,2025
Google (Alphabet Inc.),Google data-centre location (2024),site,"Sydney, Australia",AU,2024,consumption,0.1,million US gal,378541.1784,exact,,google_environmental_report_2025,https://sustainability.google/reports/google-2025-environmental-report/,2025
Google (Alphabet Inc.),Google data-centre location (2025),site,"Sydney, Australia",AU,2025,withdrawal,1.4,million US gal,5299576.497599999,exact,,google_environmental_report_2026,https://sustainability.google/reports/google-2026-environmental-report/,2026
Google (Alphabet Inc.),Google data-centre location (2025),site,"Sydney, Australia",AU,2025,discharge,1.2,million US gal,4542494.1408,exact,,google_environmental_report_2026,https://sustainability.google/reports/google-2026-environmental-report/,2026
Google (Alphabet Inc.),Google data-centre location (2025),site,"Sydney, Australia",AU,2025,consumption,0.2,million US gal,757082.3568,exact,,google_environmental_report_2026,https://sustainability.google/reports/google-2026-environmental-report/,2026
Google (Alphabet Inc.),Google data-centre location (2024),site,"The Dalles, OR",US,2024,withdrawal,461.1,million US gal,1745453373.6024,exact,,google_environmental_report_2025,https://sustainability.google/reports/google-2025-environmental-report/,2025
